1,1,Corte,2,3,4,5
2,2,Suaje,1,2,3,4
3,3,OffSet,2,3,4,5
4,4,Prensa,1,2,3,4
5,5,Acabado,2,3,4,5
6,6,Cartera,1,2,3,4
7,7,Digital,2,3,4,5
8,8,Grabado,1,2,3,4
9,9,Calandra,2,3,4,5
10,10,Costuras,1,2,3,4
11,11,Laminado,2,3,4,5
12,12,Engumadura,1,2,3,4
13,13,Ranuradora,2,3,4,5
14,14,Serigrafia,1,2,3,4
15,15,Sacabocado,2,3,4,5
16,16,Timbradora,1,2,3,4
17,17,Hotstamping,2,3,4,5
18,18,Medio Suaje,1,2,3,4
19,19,Despuntadora,2,3,4,5
20,20,Retractilado,1,2,3,4
21,21,Pegado Esquina,2,3,4,5
