1,1,1,Digital,0,0,0,0,0,0
2,1,20,Corte,0,0,0,0,0,0
3,2,1,Digital,0,0,0,0,0,0
4,2,20,Corte,0,0,0,0,0,0
5,3,1,Digital,0,0,0,0,0,0
6,3,20,Corte,0,0,0,0,0,0
7,4,1,Digital,0,0,0,0,0,0
8,4,20,Corte,0,0,0,0,0,0
9,5,1,Digital,0,0,0,0,0,0
10,5,20,Corte,0,0,0,0,0,0
11,6,1,Digital,0,0,0,0,0,0
12,6,20,Corte,0,0,0,0,0,0
13,7,1,Digital,0,0,0,0,0,0
14,7,20,Corte,0,0,0,0,0,0
15,8,1,Digital,0,0,0,0,0,0
16,8,20,Corte,0,0,0,0,0,0
17,9,1,Digital,0,0,0,0,0,0
18,9,20,Corte,0,0,0,0,0,0
19,10,1,Digital,0,0,0,0,0,0
20,10,20,Corte,0,0,0,0,0,0
21,11,1,Digital,0,0,0,0,0,0
22,11,20,Corte,0,0,0,0,0,0
23,12,1,Digital,0,0,0,0,0,0
24,12,20,Corte,0,0,0,0,0,0
25,13,1,Digital,0,0,0,0,0,0
26,13,20,Corte,0,0,0,0,0,0
27,14,1,Digital,0,0,0,0,0,0
28,14,20,Corte,0,0,0,0,0,0
29,15,1,Digital,0,0,0,0,0,0
30,15,9,Suaje,0,0,0,0,0,0
31,15,20,Corte,0,0,0,0,0,0
32,16,1,Digital,0,0,0,0,0,0
33,16,9,Suaje,0,0,0,0,0,0
34,16,20,Corte,0,0,0,0,0,0
35,17,1,Digital,0,0,0,0,0,0
36,17,20,Corte,0,0,0,0,0,0
37,18,1,Digital,0,0,0,0,0,0
38,18,11,Grabado,0,0,0,0,0,0
39,18,20,Corte,0,0,0,0,0,0
40,19,1,Digital,0,0,0,0,0,0
41,19,20,Corte,0,0,0,0,0,0
42,20,1,Digital,0,0,0,0,0,0
43,20,20,Corte,0,0,0,0,0,0
44,21,1,Digital,0,0,0,0,0,0
45,21,20,Corte,0,0,0,0,0,0
46,22,1,Digital,0,0,0,0,0,0
47,22,20,Corte,0,0,0,0,0,0
48,23,1,Digital,0,0,0,0,0,0
49,23,20,Corte,0,0,0,0,0,0
50,24,1,Digital,0,0,0,0,0,0
51,24,20,Corte,0,0,0,0,0,0
52,25,1,Digital,0,0,0,0,0,0
53,25,20,Corte,0,0,0,0,0,0
54,26,1,Digital,0,0,0,0,0,0
55,26,20,Corte,0,0,0,0,0,0
56,27,1,Digital,0,0,0,0,0,0
57,27,11,Grabado,0,0,0,0,0,0
58,27,20,Corte,0,0,0,0,0,0
59,28,1,Digital,0,0,0,0,0,0
60,28,20,Corte,0,0,0,0,0,0
61,29,1,Digital,0,0,0,0,0,0
62,29,20,Corte,0,0,0,0,0,0
63,30,1,Digital,0,0,0,0,0,0
64,30,20,Corte,0,0,0,0,0,0
65,31,1,Digital,0,0,0,0,0,0
66,31,20,Corte,0,0,0,0,0,0
67,32,1,Digital,0,0,0,0,0,0
68,32,20,Corte,0,0,0,0,0,0
69,33,1,Digital,0,0,0,0,0,0
70,33,11,Grabado,0,0,0,0,0,0
71,33,20,Corte,0,0,0,0,0,0
72,34,1,Digital,0,0,0,0,0,0
73,34,20,Corte,0,0,0,0,0,0
74,35,1,Digital,0,0,0,0,0,0
75,35,20,Corte,0,0,0,0,0,0
76,36,1,Digital,0,0,0,0,0,0
77,36,20,Corte,0,0,0,0,0,0
78,37,1,Digital,0,0,0,0,0,0
79,37,11,Grabado,0,0,0,0,0,0
80,37,20,Corte,0,0,0,0,0,0
81,38,1,Digital,0,0,0,0,0,0
82,38,20,Corte,0,0,0,0,0,0
83,37,1,Digital,0,0,0,0,0,0
84,37,4,Laminado*,0,0,0,0,0,0
85,37,20,Corte,0,0,0,0,0,0
86,40,1,Digital,0,0,0,0,0,0
87,40,20,Corte,0,0,0,0,0,0
88,41,1,Digital,0,0,0,0,0,0
89,41,20,Corte,0,0,0,0,0,0
90,42,1,Digital,0,0,0,0,0,0
91,42,11,Grabado,0,0,0,0,0,0
92,42,20,Corte,0,0,0,0,0,0
93,43,1,Digital,0,0,0,0,0,0
94,43,20,Corte,0,0,0,0,0,0
95,44,1,Digital,0,0,0,0,0,0
96,44,20,Corte,0,0,0,0,0,0
97,45,1,Digital,0,0,0,0,0,0
98,45,20,Corte,0,0,0,0,0,0
99,46,1,Digital,0,0,0,0,0,0
100,46,20,Corte,0,0,0,0,0,0
101,47,1,Digital,0,0,0,0,0,0
102,47,21,Empalme,0,0,0,0,0,0
103,47,20,Corte,0,0,0,0,0,0
104,48,1,Digital,0,0,0,0,0,0
105,48,20,Corte,0,0,0,0,0,0
106,49,1,Digital,0,0,0,0,0,0
107,49,20,Corte,0,0,0,0,0,0
108,50,1,Digital,0,0,0,0,0,0
109,50,20,Corte,0,0,0,0,0,0
110,51,1,Digital,0,0,0,0,0,0
111,51,4,Laminado*,0,0,0,0,0,0
112,51,21,Empalme,0,0,0,0,0,0
113,51,20,Corte,0,0,0,0,0,0
114,52,1,Digital,0,0,0,0,0,0
115,52,20,Corte,0,0,0,0,0,0
116,53,1,Digital,0,0,0,0,0,0
117,53,20,Corte,0,0,0,0,0,0
118,54,1,Digital,0,0,0,0,0,0
119,54,20,Corte,0,0,0,0,0,0
120,55,1,Digital,0,0,0,0,0,0
121,55,20,Corte,0,0,0,0,0,0
122,56,1,Digital,0,0,0,0,0,0
123,56,20,Corte,0,0,0,0,0,0
124,57,1,Digital,0,0,0,0,0,0
125,57,20,Corte,0,0,0,0,0,0
126,58,1,Digital,0,0,0,0,0,0
127,58,20,Corte,0,0,0,0,0,0
128,59,1,Digital,0,0,0,0,0,0
129,59,20,Corte,0,0,0,0,0,0
130,60,1,Digital,0,0,0,0,0,0
131,60,11,Grabado,0,0,0,0,0,0
132,60,20,Corte,0,0,0,0,0,0
133,61,1,Digital,0,0,0,0,0,0
134,61,11,Grabado,0,0,0,0,0,0
135,61,20,Corte,0,0,0,0,0,0
136,62,1,Digital,0,0,0,0,0,0
137,62,11,Grabado,0,0,0,0,0,0
138,62,20,Corte,0,0,0,0,0,0
