1,Impresion,Digital
2,Impresion,OffSet
3,Impresion,Serigrafia
4,Impresion,Laminado
5,Suaje,Despuntadora
6,Suaje,Ranuradora
7,Suaje,Sacabocado
8,Suaje,Medio Suaje
9,Suaje,Suaje
10,Grabado,HotStamping
11,Grabado,Grabado
12,Grabado,Timbradora
13,Encuadernado,Calandra
14,Encuadernado,Cartera
15,Encuadernado,Prensa
16,Encuadernado,Pegado Esquina
17,Encuadernado,Engumadura
18,Individuales,Retractilado
19,Individuales,Costura
20,Individuales,Corte
21,Individuales,Acabado
