81,2017-08-01,ROMBO,MODERNA,0,0,0,0
82,2017-08-01,ROMBO,MODERNA,0,0,0,0
83,2017-08-01,DETALLES EN HILO,MODERNA,0,0,0,0
84,2017-08-01,ELEGANTE,CAMPESTRE,0,0,0,0
85,2017-08-01,MODERNA CON LATON,2002,0,0,0,0
86,2017-08-01,MODERNA CON LATON,CLASICA,0,0,0,0
87,2017-08-01,MODERNA CON LATON,CLASICA,0,0,0,0
88,2017-08-01,LACRE MODERNO,MODERNA,0,0,0,0
89,2017-08-01,LACRE MODERNO,MODERNA,0,0,0,0
90,2017-08-01,SOBRE SUAJADO,,0,0,0,0
91,2017-08-01,ROMBO,CAMPESTRE,0,0,0,0
92,2017-08-01,ELEGANTEMENTE CLASICA,CLASICA,0,0,0,0
93,2017-08-01,ELEGANTEMENTE CLASICA,ROMANTICA,0,0,0,0
94,2017-08-01,ELEGANTEMENTE CLASICA,RUSTICA,0,0,0,0
95,2017-08-01,BLANCURA TOTAL,CLASICA,0,0,0,0
96,2017-08-01,BLANCURA TOTAL,CLASICA,0,0,0,0
97,2017-08-01,INCREIBLEMENTE,MODERNA,0,0,0,0
98,2017-08-01,CARACOLES,MODERNA,0,0,0,0
99,2017-08-01,CARACOLES,CAMPESTRE,0,0,0,0
100,2017-08-01,CARACOLES,ROMANTICA,0,0,0,0
101,2017-08-01,CARACOLES,ROMANTICA,0,0,0,0
102,2017-08-01,ALGODÓN Y MADERA,CAMPESTRE,0,0,0,0
103,2017-08-01,ALGODÓN Y MADERA,MODERNA,0,0,0,0
104,2017-08-01,ALGODÓN Y MADERA,CAMPESTRE,0,0,0,0
105,2017-08-01,ALGODÓN Y MADERA,CAMPESTRE,0,0,0,0
106,2017-08-01,ALGODÓN Y MADERA,CAMPESTRE,0,0,0,0
107,2017-08-01,ALGODÓN Y MADERA,CAMPESTRE,0,0,0,0
108,2017-08-01,SUTILMENTE,CAMPESTRE,0,0,0,0
109,2017-08-01,TEXTURAS,MODERNA,0,0,0,0
110,2017-08-01,TEXTURAS,ROMANTICA,0,0,0,0
111,2017-08-01,CHIQUITA CON GRABADO,2002,0,0,0,0
112,2017-08-01,ESQUELA INTERIOR,2002,0,0,0,0
113,2017-08-01,ROMBO,MODERNA COMBINADA CON SOBRE Y LATON,0,0,0,0
114,2017-08-01,ROMBO,ROMANTICA,0,0,0,0
115,2017-08-01,ROMBO,CAMPESTRE,0,0,0,0
116,2017-08-01,ROMBO,CAMPESTRE,0,0,0,0
117,2017-08-01,ROMBO,CAMPESTRE,0,0,0,0
118,2017-08-01,FLORES Y HELECHOS,CAMPESTRE,0,0,0,0
119,2017-08-01,FLORES Y HELECHOS  O LATON,CAMPESTRE,0,0,0,0
120,2017-08-01,FLORES Y HELECHOS  O LATON,CAMPESTRE,0,0,0,0
121,2017-08-01,ESPIRAL,CAMPESTRE,0,0,0,0
122,2017-08-01,TRANSPARENTE,CAMPESTRE,0,0,0,0
123,2017-08-01,TRANSPARENTE,RUSTICA,0,0,0,0
124,2017-08-01,FLORAL,CAMPESTRE,0,0,0,0
125,2017-08-01,FLORAL,CAMPESTRE CON BOLETO GRABADO,0,0,0,0
126,2017-08-01,AMATE,MODERNA,0,0,0,0
127,2017-08-01,SOBRIEDAD,RUSTICA,0,0,0,0
128,2017-08-01,AMATE HOYOS TRIANGULO,2002,0,0,0,0
129,2017-08-01,NATURALEZA,RUSTICA,0,0,0,0
130,2017-08-01,NATURALEZA,RUSTICA,0,0,0,0
131,2017-08-01,NATURALEZA,RUSTICA,0,0,0,0
132,2017-08-01,NATURALEZA,RUSTICA,0,0,0,0
133,2017-08-01,JARDIN,RUSTICA,0,0,0,0
134,2017-08-01,ROSA CON LATON,XV AÑOS,0,0,0,0
135,2017-08-01,TAILANDESA,2002,0,0,0,0
136,2017-08-01,XV CON FLORES,2002,0,0,0,0
137,2017-08-01,XV CON FLORES,RUSTICA,0,0,0,0
138,2017-08-01,XV CON FLORES,RUSTICA,0,0,0,0
139,2017-08-01,ROMANTICA,LARGA FLORES IMPRESAS,0,0,0,0
140,2017-08-01,CAMPESTRE,CON TALAVERA,0,0,0,0
141,2017-08-01,CAMPESTRE,,0,0,0,0
142,2017-08-01,TEXTURAS Y COLORES,RUSTICA,0,0,0,0
143,2017-08-01,TEXTURAS Y COLORES,RUSTICA,0,0,0,0
144,2017-08-01,TEXTURAS Y COLORES,MODERNA,0,0,0,0
145,2017-08-01,TEXTURAS Y COLORES,RUSTICA,0,0,0,0
146,2017-08-01,TOQUE DE COLOR,RUSTICA,0,0,0,0
147,2017-08-01,TOQUE DE COLOR,RUSTICA,0,0,0,0
148,2017-08-01,XV CON FLORES,2002,0,0,0,0
149,2017-08-01,PORTADA CON ENCAJE,2002,0,0,0,0
150,2017-08-01,DELICADEZA,RUSTICA,0,0,0,0
151,2017-08-01,PEQUEÑA Y COSERVADORA,CLASICA,0,0,0,0
152,2017-08-01,CONSERVADORA,CLASICA,0,0,0,0
153,2017-08-01,CONSERVADORA,CLASICA,0,0,0,0
154,2017-08-01,CONSERVADORA,CLASICA,0,0,0,0
155,2017-08-01,CONSERVADORA,CLASICA,0,0,0,0
156,2017-08-01,CON GUSTO,CLASICA,0,0,0,0
157,2017-08-01,CON GUSTO,CLASICA,0,0,0,0
158,2017-08-01,CON GUSTO,CLASICA,0,0,0,0
159,2017-08-01,"ELEGANTE, SENCILLA Y CUADRADA",CLASICA,0,0,0,0
160,2017-08-01,MARCOS,CLASICA,0,0,0,0
161,2017-08-01,MARCOS,CLASICA,0,0,0,0
162,2017-08-01,MARCOS,CLASICA,0,0,0,0
163,2017-08-01,CUADRATURA,CLASICA,0,0,0,0
