49,40,Rústicas Playa,Invitacion,1769.027098,25.4770278,1630.742198,0,10,0.16,11.14105867,0,Disponible,0
50,41,Románticas,Invitacion,1741.200182,2.5490304,1811.404728,0,11,0.16,6.46579298,12.7616,Disponible,0
51,42,Románticas,Invitacion,1875.236698,13.2496476,1690.644413,0,14,0.16,2.7490924,0,Disponible,0
52,44,Románticas,Invitacion,2103.481128,14.5772676,2052.925358,0,12,0.16,12.73263848,0,Disponible,0
53,45,Románticas,Invitacion,1741.200182,13.4886192,1811.404728,0,12,0.16,31.4514121,1.8267,Disponible,0
54,46,Rústicas Playa,Invitacion,1741.200182,13.209819,1811.404728,0,11,0.16,7.957899052,0,Disponible,0
55,47,Románticas,Invitacion,2010.547728,2.5490304,2052.925358,0,11,0.16,6.46579298,1.711,Disponible,0
56,48,Románticas,Invitacion,1527.506467,3.8766504,1328.363467,0,11,0.16,6.46579298,12.3667,Disponible,0
57,48E,Románticas,Invitacion,1499.679552,11.882199,1328.363467,0,11,0.16,6.46579298,8.2486,Disponible,0
58,49,Rústicas Playa,Invitacion,1406.746152,19.9275762,1086.842837,0,10,0.16,8.455267743,16.5427,Disponible,0
59,5,Modernas,Invitacion,1834.133582,9.226959,1569.884098,0,11,0.16,4.887933685,0,Disponible,0
60,51,Rústicas Playa,Invitacion,1834.133582,21.2153676,1811.404728,0,12,0.16,7.519956231,0,Disponible,0
61,54,Rústicas Playa,Invitacion,1620.439867,6.7974144,1932.165043,0,11,0.16,13.72380325,2.8356,Disponible,0
62,55,Modernas,Invitacion,1633.716067,9.226959,1328.363467,0,11,0.16,8.889334964,0.9423,Disponible,0
63,59,Modernas,Invitacion,2010.547728,13.2496476,1811.404728,0,11,0.16,12.37300266,0.7095,Disponible,0
64,6,Modernas,Invitacion,2224.241443,2.5490304,2173.685674,0,13,0.16,9.645938245,10.5406,Disponible,0
65,60,Modernas,Invitacion,2451.211358,10.687341,5675.734814,0,11,0.16,18.70106277,0,Disponible,0
66,65,Rústicas Playa,Invitacion,1527.506467,15.9048876,1328.363467,0,11,0.16,7.957899052,2.971,Disponible,0
67,7,,Invitacion,1620.439867,10.820103,1811.404728,0,12,0.16,17.40121733,0,Disponible,0
68,70,Rústicas Playa,Invitacion,1406.746152,13.209819,1086.842837,0,10,0.16,7.924782683,12.7858,Disponible,0
69,71,Rústicas Playa,Invitacion,1889.787413,4.9652988,1449.123782,0,10,0.16,16.34486428,24.8,Disponible,0
70,74,Rústicas Playa,Invitacion,1499.679552,6.7974144,1690.644413,0,10,0.16,16.76041424,18.0805,Disponible,0
71,77,Románticas,Invitacion,2855.869934,4.1554506,4105.850717,0,11,0.16,21.61312913,0,Disponible,0
72,80,Rústicas Playa,Invitacion,561.4239456,0.132762,362.2809456,0,8,0.16,0.497368691,0,Disponible,0
73,81,Rústicas Playa,Invitacion,1122.847891,0.265524,724.5618912,0,8,0.16,0.868134442,0,Disponible,0
74,82,Rústicas Playa,Invitacion,1889.787413,6.5318904,1933.12093,0,11,0.16,7.957899052,0,Disponible,0
75,83,,Invitacion,2372.828674,22.503159,2294.445989,0,14,0.16,0.915174288,0,Disponible,0
76,84,Rústicas Playa,Invitacion,1527.506467,21.2551962,1328.363467,0,11,0.16,5.136462115,6.5083,Disponible,0
77,85,,Invitacion,3211.778304,2.5490304,2535.966619,0,12,0.16,6.330146973,0,Disponible,0
78,88,Rústicas Playa,Invitacion,1499.679552,6.7974144,1690.644413,0,10,0.16,7.511267897,15.4938,Disponible,0
79,9,Románticas,Invitacion,1968.170098,15.6260874,1569.884098,0,11,0.16,12.59209048,0,Disponible,0
80,97,Románticas,Invitacion,561.4239456,0.132762,362.2809456,0,8,0.16,9.930815631,0,Disponible,0
81,99,Románticas,Invitacion,2493.588989,4.1554506,2777.48725,0,11,0.16,15.51790315,14.1234,Disponible,0
82,B,Clásicas,Invitacion,2544.144758,6.571719,2294.445989,0,11,0.16,13.29636454,0,Disponible,0
83,C,Clásicas,Invitacion,2544.144758,6.571719,5192.693554,0,11,0.16,17.57138763,0,Disponible,0
84,CE,Clásicas,Invitacion,2544.144758,7.8727866,2294.445989,0,11,0.16,17.83895704,0,Disponible,0
85,D,Clásicas,Invitacion,2544.144758,7.6470912,2294.445989,0,11,0.16,20.34244177,0,Disponible,0
86,E,Clásicas,Invitacion,2544.144758,6.571719,2294.445989,0,11,0.16,17.78928249,0,Disponible,0
87,G,Clásicas,Invitacion,2557.420958,7.8727866,2294.445989,0,11,0.16,17.83895704,0,Disponible,0
88,H,Clásicas,Invitacion,2797.667074,7.6603674,2535.966619,0,11,0.16,13.32948091,0,Disponible,0
89,I,Clásicas,Invitacion,2330.451043,7.8595104,2052.925358,0,11,0.16,20.39211632,0,Disponible,0
90,J,Clásicas,Invitacion,2557.420958,8.1914154,2294.445989,0,11,0.16,32.42843864,2.0967,Disponible,0
91,K,,Invitacion,2252.068358,9.5057592,2294.445989,0,11,0.16,21.46149016,10,Disponible,0
92,L,Clásicas,Invitacion,2451.211358,17.5511364,5313.453869,0,12,0.16,15.71685063,0,Disponible,0
93,M,Clásicas,Invitacion,2544.144758,7.9391676,2294.445989,0,,0.16,20.49159006,0,Disponible,0
94,NE,Clásicas,Invitacion,2557.420958,8.032101,2294.445989,0,11,0.16,20.69053754,0,Disponible,0
95,Q,,Invitacion,2597.249558,2.5490304,2173.685674,0,10,0.16,22.01685404,0,Disponible,0
96,R,Clásicas,Invitacion,2610.525758,6.571719,2294.445989,0,,0.16,28.64843659,0,Disponible,0
97,T,INVITACIONES,Invitacion,3129.572074,10.9395888,2294.445989,0,,0.16,36.60633564,0,Disponible,0
98,Z,Clásicas,Invitacion,2995.535558,12.2008278,2898.247565,0,,0.16,34.66948706,0,Disponible,0
